assetId,originalArchivePath,storedPath,category,layer,width,height,sha256
OUTFIT_MASK_0040,art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front-left.png,OUTFIT_MASK,Lower,1024,1536,bbccdb294d898e5adcb1f3cc98f35a4d8dcfc4248b75fd311e402d13ead20d2b
OUTFIT_MASK_0041,art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front-right.png,OUTFIT_MASK,Lower,1024,1536,5cb4da385761032abbdd6099a3a22da7b815cfdf71351fcb7092b6ac3f35bcb0
OUTFIT_MASK_0042,art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/lower-mask-front.png,OUTFIT_MASK,Lower,1024,1536,b383c68cdeb80146be2f3ba5bf3266d758549d4114c76b88300d3593e7c11360
OUTFIT_MASK_0043,art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front-left.png,OUTFIT_MASK,Accent,1024,1536,cf2b54e5e5dab80f9235636b6040fe1677b28d10d92b76158ec5eccd15101ab5
OUTFIT_MASK_0044,art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front-right.png,OUTFIT_MASK,Accent,1024,1536,2446e0ede40a2d4e2c5b069694298db0031429d5731083a9452691ca56840998
OUTFIT_MASK_0045,art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/accent-mask-front.png,OUTFIT_MASK,Accent,1024,1536,3b4466a9480eec9aa66fd71e4f358da5d83c95f7ce6b58f7b4b05a452c57651f
OUTFIT_MASK_0046,art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front-left.png,OUTFIT_MASK,Lower,1024,1536,e0ebd32a4b0e7d3881434590496d85084da8801cf70a78d15b25b2cdacb95dff
OUTFIT_MASK_0047,art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front-right.png,OUTFIT_MASK,Lower,1024,1536,808c187047703175eae1808a529bbc4258ac123686500421786efdac4f4246d6
OUTFIT_MASK_0048,art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-girl-basic-white/lower-mask-front.png,OUTFIT_MASK,Lower,1024,1536,279c98ab9e5835463ccfb8b211c6da4752f663085ca8b16918151d2b1de2a92f
OUTFIT_PREVIEW_0013,art-delivery/outfit-003/previews/primary-boy-basic-white-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/previews/primary-boy-basic-white-front-left.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,56aa73b8fe1232b70417b1ab56658ed50757ec7319abe19bd4a12fa3a8a2fa49
OUTFIT_PREVIEW_0014,art-delivery/outfit-003/previews/primary-boy-basic-white-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/previews/primary-boy-basic-white-front-right.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,b39029fbe8ee1a8d621feadeba662a2e2502f9619ed2dd324c5cbd1c8c7888d6
OUTFIT_PREVIEW_0015,art-delivery/outfit-003/previews/primary-boy-basic-white-front.png,images/stage_outfit_design/art-delivery/outfit-003/previews/primary-boy-basic-white-front.png,STAGE_OUTFIT_PREVIEW,FullBody,1024,1536,61823ba8c377def11cef6415edd07b000b50b39be011a05be7f9413e0c62e384
